Wall time,Step,Value
1513259947.7678297,500,0.6627810001373291
1513260325.689947,1000,0.9281885027885437
1513260705.3978522,1500,1.0461424589157104
1513261269.912493,2000,0.9818309545516968
1513264577.2831757,2500,1.2987258434295654
1513265240.280971,3000,0.9523886442184448
1513265855.610324,3500,1.1081225872039795
1513266308.0737212,4000,1.5435649156570435
1513266887.598986,4000,0.7456692457199097
